,CBIOTEC,CEAR,CI,CTDR,CCJ,CCEN,CE,CCSA,CCAE,CCHSA,CCM,CCTA,CT,CCHLA,CCA,CCS
Total,1,7,7,16,16,18,23,25,28,30,33,34,40,41,47,104
