,CBIOTEC,CI,CEAR,CTDR,CCSA,CCEN,CCJ,CT,CCHSA,CCM,CCAE,CE,CCTA,CCHLA,CCA,CCS
Total,5,10,11,13,18,19,19,27,32,35,35,37,38,50,52,123
